choice,pagesubmit,clickcount,prob50,prob48,prob30,prob14,prob12,prob10,prob0,expect,complex,seenfirst,seensecond,alt1,alt2,alt3,alt4,alt5,gender1,age1,age2,age3,age4,education2,education3,education4,education5,ethnicity1,marital_status1,income2,income3,income4,income5,income6,income11,employment1,costop
1,27.905001,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,5
0,13.174,3,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5
3,13.235,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,5
0,19.403999,1,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
1,33.813,2,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5
3,7.96,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,5
0,32.630001,10,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,5
1,9.8760004,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5
1,45.796001,4,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5
1,75.713997,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,5
3,8.8269997,4,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,5
3,15.899,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,5
1,7.2719998,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,5
3,18.565001,5,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5
0,23.782,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,5
1,45.812,3,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,5
3,3.845,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,5
3,139.00101,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5
3,11.7,6,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,5
1,4.2729998,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,5
1,6.9899998,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,5
0,9.401,11,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,5
0,75.356003,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,5
3,59.341999,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5
1,7.7979999,3,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5
1,10.513,5,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,5
0,43.338001,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,5
1,16.034,3,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,5
1,53.042999,2,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,5
0,1.635,1,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5
1,3.8080001,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,5
1,70.413002,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,5
0,7.5100002,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,5
1,3.51,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
3,21.738001,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,5
1,17.393,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5
0,35.292999,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,5
1,1.865,2,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,5
0,3.2539999,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,3
0,17.341,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,3
1,1.001,3,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3
1,11.555,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
0,20.535,7,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,3
0,24.879,3,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3
3,16.389,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3
1,5.3889999,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3
0,6.2179999,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3
3,10.452,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,3
1,14.563,2,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3
3,18.833,3,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3
1,19.532,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,3
1,44.069,2,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,3
1,10.34,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3
3,7.494,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,3
3,8.3149996,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,3
3,.83200002,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,3
0,10.102,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,3
3,.93599999,0,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,3
0,47.187,6,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,3
3,18.195,6,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,3
0,3.3740001,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3
3,22.645,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
3,13.947,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
3,15.817,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
0,17.747,2,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,3
3,46.694,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3
1,15.245,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,3
1,9.3500004,2,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3
3,2.668,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3
0,12.388,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3
1,1.798,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,3
3,11.656,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,3
3,6.2670002,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,3
0,18.738001,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,3
0,30.778,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
0,.486,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3
0,12.637,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3
0,4.987,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
3,43.518002,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3
0,12.221,10,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
1,12.239,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3
3,19.402,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,3
0,3.5420001,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3
0,2.2390001,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3
3,2.2950001,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,3
1,8.8339996,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,3
0,7.4320002,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3
3,6.585,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,3
0,1.1160001,1,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,3
3,26.051001,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,3
1,5.3850002,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3
3,14.672,3,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,3
3,40.091,13,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,3
3,30.011,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3
0,20.312,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3
3,32.646999,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3
0,5.868,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3
3,3.145,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3
0,17.837,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,3
0,19.695,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,3
0,38.070999,3,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3
0,1.018,1,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3
3,1.727,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3
1,3.908,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,3
0,14.096,6,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3
0,61.569,4,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,3
1,17.638,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3
1,23.629,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,3
1,9.6809998,3,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3
1,19.045,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,3
0,10.657,1,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3
3,7.3210001,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,3
3,4.5999999,2,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,3
3,26.877001,6,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,3
3,15.063,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
0,5.1479998,1,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3
1,7.7030001,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,3
3,5.5229998,5,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,3
3,6.8499999,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3
3,3.8940001,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3
3,31.945999,3,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3
0,28.524,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3
1,15.179,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3
1,3.9619999,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,3
3,12.777,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,3
1,27.603001,5,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
0,8.6590004,2,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,3
1,3.1559999,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3
3,9.5570002,3,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3
0,24.457001,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,3
3,71.206001,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3
0,6.2280002,1,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3
1,8.2620001,8,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,3
0,61.069,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3
3,18.195,4,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,3
0,13.83,1,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,3
0,.53500003,1,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3
1,3.836,1,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,3
1,25.985001,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3
0,15.201,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3
1,2.6589999,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
3,13.885,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,3
1,20.389999,2,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3
0,5.7519999,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,3
0,4.5409999,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3
0,8.1820002,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
0,12.958,0,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0
3,1.8430001,3,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
3,7.6620002,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
3,5.434,4,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,9.7390003,2,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
3,10.719,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
0,5.9699998,1,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
1,4.599,1,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3,4.8709998,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
3,11.196,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
3,27.579,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
3,13.112,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,0,2,0,1000,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0
3,13.701,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
3,6.0419998,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0,6.8109999,1,0,0,0,0,1,0,0,12,0,1,0,2,0,1,0,1000,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3,8.1009998,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,2,0,1,0,1000,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1,2.1919999,2,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
0,3.941,0,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1,.84100002,0,.5,0,0,0,0,0,.5,25,1,0,1,1,0,2,0,1000,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
0,13.076,4,0,0,0,0,1,0,0,12,0,1,0,1,0,2,0,1000,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
1,14.537,8,.5,0,0,0,0,0,.5,25,1,0,0,2,0,1,0,1000,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
