choice,pagesubmit,clickcount,prob50,prob48,prob30,prob14,prob12,prob10,prob0,expect,complex,seenfirst,seensecond,alt1,alt2,alt3,alt4,alt5,gender1,age1,age2,age3,age4,education2,education3,education4,education5,ethnicity1,marital_status1,income2,income3,income4,income5,income6,income11,employment1,costop
0,2.003,1,0,0,0,0,1,0,0,12,0,1,0,3,1,4,0,2,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
2,4.1360002,1,0,0,.5,0,0,.5,0,20,1,0,0,2,4,1,0,3,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3,28.768,4,.25,0,.25,0,0,.25,.25,22.5,3,0,0,3,1,4,0,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0
2,5.612,1,0,0,.5,0,0,.5,0,20,1,0,1,4,1,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
2,6.9000001,1,0,0,.5,0,0,.5,0,20,1,0,0,2,3,4,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,18.311001,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,3,4,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2,12.455,1,0,0,.5,0,0,.5,0,20,1,0,1,4,1,3,0,2,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
3,26.311001,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,3,4,1,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
5,61.985001,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,4,2,3,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
3,27.518,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,3,4,2,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
2,8.099,1,0,0,.5,0,0,.5,0,20,1,0,0,3,2,1,0,4,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
5,18.497,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,3,1,0,4,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
2,2.2590001,1,0,0,.5,0,0,.5,0,20,1,0,0,2,4,1,0,3,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
2,13.377,1,0,0,.5,0,0,.5,0,20,1,0,0,1,4,2,0,3,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
5,3.2750001,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,2,4,3,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
2,14.553,1,0,0,.5,0,0,.5,0,20,1,0,0,2,4,3,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
5,8.1359997,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,3,0,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
3,57.942001,6,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,2,3,0,4,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
3,14.299,2,.25,0,.25,0,0,.25,.25,22.5,3,0,1,3,4,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
3,10.276,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,4,3,1,0,2,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
5,21.875,14,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,4,2,3,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
0,1.1950001,1,0,0,0,0,1,0,0,12,0,1,0,2,4,1,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
2,11.907,1,0,0,.5,0,0,.5,0,20,1,0,0,1,3,2,0,4,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
5,31.263,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,4,2,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
0,3.4130001,0,0,0,0,0,1,0,0,12,0,1,0,2,3,4,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3,18.577999,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,3,1,4,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
5,26.964001,23,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,3,2,1,0,4,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
3,11.934,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,3,1,4,0,2,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
5,22.617001,3,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,3,4,2,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
0,1.715,0,0,0,0,0,1,0,0,12,0,1,0,1,2,3,0,4,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
5,12.262,3,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,4,0,3,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
5,19.966,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,3,4,1,0,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0
2,36.827999,1,0,0,.5,0,0,.5,0,20,1,0,0,2,4,1,0,3,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0
3,27.122,14,.25,0,.25,0,0,.25,.25,22.5,3,0,0,4,2,3,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,8.5570002,5,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,3,1,4,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
0,1.049,0,0,0,0,0,1,0,0,12,0,1,0,4,1,3,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
3,18.146999,3,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,3,2,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
1,12.465,9,.5,0,0,0,0,0,.5,25,1,0,0,2,1,3,0,4,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2,2.5999999,1,0,0,.5,0,0,.5,0,20,1,0,1,4,1,2,0,3,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0
2,16.934999,1,0,0,.5,0,0,.5,0,20,1,0,0,1,3,4,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
5,10.992,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,4,0,3,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
3,4.119,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,4,2,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,5.8369999,1,0,0,0,0,1,0,0,12,0,1,0,2,3,1,0,4,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0,5.2379999,1,0,0,0,0,1,0,0,12,0,1,0,2,4,3,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5,11.659,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,4,2,0,3,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0
5,7.54,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,3,2,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
3,6.3569999,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,4,1,3,0,2,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0
5,13.761,3,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,3,2,4,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
3,6.592,3,.25,0,.25,0,0,.25,.25,22.5,3,0,0,3,4,2,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0
1,9.3109999,1,.5,0,0,0,0,0,.5,25,1,0,0,2,3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1.664,0,0,0,0,0,1,0,0,12,0,1,0,4,2,3,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
3,8.5699997,2,.25,0,.25,0,0,.25,.25,22.5,3,0,0,3,1,2,0,4,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
0,10.019,10,0,0,0,0,1,0,0,12,0,1,0,3,4,1,0,2,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
5,15.957,8,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,2,3,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
2,7.6849999,1,0,0,.5,0,0,.5,0,20,1,0,0,4,2,3,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
3,1.982,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,3,4,1,0,2,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
0,1.296,0,0,0,0,0,1,0,0,12,0,1,0,4,2,1,0,3,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
1,4.9520001,1,.5,0,0,0,0,0,.5,25,1,0,0,4,3,1,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0
2,17.204,1,0,0,.5,0,0,.5,0,20,1,0,0,1,4,3,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0
2,6.388,1,0,0,.5,0,0,.5,0,20,1,0,1,3,1,2,0,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
5,15.32,2,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,2,4,3,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
2,13.292,9,0,0,.5,0,0,.5,0,20,1,0,0,1,3,2,0,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
3,5.52,4,.25,0,.25,0,0,.25,.25,22.5,3,0,0,4,2,3,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
0,5.5999999,1,0,0,0,0,1,0,0,12,0,1,0,2,3,1,0,4,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
5,17.280001,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,3,2,1,0,4,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
1,3.1760001,1,.5,0,0,0,0,0,.5,25,1,0,1,1,3,4,0,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0
5,12.352,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,4,0,3,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
3,8.908,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,3,1,2,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5,22.264,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,3,4,2,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,1.705,0,0,0,0,0,1,0,0,12,0,1,0,1,3,4,0,2,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2,8.2779999,2,0,0,.5,0,0,.5,0,20,1,0,0,3,2,1,0,4,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
1,16.406,2,.5,0,0,0,0,0,.5,25,1,0,1,1,4,3,0,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
2,3.223,4,0,0,.5,0,0,.5,0,20,1,0,0,2,3,4,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
0,2.2449999,0,0,0,0,0,1,0,0,12,0,1,0,1,2,3,0,4,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
3,5.2880001,3,.25,0,.25,0,0,.25,.25,22.5,3,0,1,4,3,1,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0
2,9.8559999,1,0,0,.5,0,0,.5,0,20,1,0,0,2,3,1,0,4,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
2,9.6700001,12,0,0,.5,0,0,.5,0,20,1,0,0,4,3,2,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0
2,21.013,1,0,0,.5,0,0,.5,0,20,1,0,1,2,1,4,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
5,2.349,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,4,1,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
2,19.766001,1,0,0,.5,0,0,.5,0,20,1,0,0,1,2,3,0,4,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
0,2.2980001,0,0,0,0,0,1,0,0,12,0,1,0,3,4,2,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1,6.9190001,1,.5,0,0,0,0,0,.5,25,1,0,0,3,4,2,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
2,6.1609998,1,0,0,.5,0,0,.5,0,20,1,0,0,4,2,3,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
5,1.651,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,4,3,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
3,4.4429998,3,.25,0,.25,0,0,.25,.25,22.5,3,0,0,4,3,2,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
0,3.9779999,3,0,0,0,0,1,0,0,12,0,1,0,2,3,4,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
2,8.5710001,1,0,0,.5,0,0,.5,0,20,1,0,1,3,1,4,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
5,1.55,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,4,3,2,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,2.4000001,1,0,0,0,0,1,0,0,12,0,1,0,2,1,3,0,4,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
5,22.084,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,3,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
2,23.783001,2,0,0,.5,0,0,.5,0,20,1,0,0,4,3,1,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
1,2.5150001,1,.5,0,0,0,0,0,.5,25,1,0,1,1,4,2,0,3,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
0,5.0430002,2,0,0,0,0,1,0,0,12,0,1,0,1,2,4,0,3,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
5,19.565001,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,3,2,1,0,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0
2,20.360001,1,0,0,.5,0,0,.5,0,20,1,0,1,2,1,3,0,4,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
0,3.428,1,0,0,0,0,1,0,0,12,0,1,0,3,4,2,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0
1,20.032,3,.5,0,0,0,0,0,.5,25,1,0,0,2,1,3,0,4,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
3,9.401,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,4,3,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
2,20.948999,3,0,0,.5,0,0,.5,0,20,1,0,0,2,3,4,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
5,4.1719999,4,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,4,3,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
2,57.799999,3,0,0,.5,0,0,.5,0,20,1,0,0,2,4,3,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2,10.463,2,0,0,.5,0,0,.5,0,20,1,0,0,2,4,3,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
5,16.386,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,3,1,0,4,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
3,22.037001,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,1,2,3,0,4,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
2,6.4650002,1,0,0,.5,0,0,.5,0,20,1,0,0,4,2,3,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
0,3.3659999,1,0,0,0,0,1,0,0,12,0,1,0,2,4,1,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0
1,4.2870002,1,.5,0,0,0,0,0,.5,25,1,0,0,3,1,2,0,4,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
1,3.6029999,5,.5,0,0,0,0,0,.5,25,1,0,0,4,3,2,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
2,42.359001,1,0,0,.5,0,0,.5,0,20,1,0,0,1,2,3,0,4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1,3.2320001,1,.5,0,0,0,0,0,.5,25,1,0,0,4,3,1,0,2,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
5,13.128,4,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,1,3,4,2,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0
5,19.563999,3,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,3,4,1,0,2,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3,15.973,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,3,4,2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
5,3.1029999,3,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,2,1,4,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,9.9790001,2,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,4,2,1,0,3,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0
2,9.4099998,1,0,0,.5,0,0,.5,0,20,1,0,1,4,1,3,0,2,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0
2,25.705999,2,0,0,.5,0,0,.5,0,20,1,0,0,3,2,4,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0
5,46.091999,1,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,2,3,0,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
2,12.469,1,0,0,.5,0,0,.5,0,20,1,0,0,1,2,4,0,3,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
3,36.701,1,.25,0,.25,0,0,.25,.25,22.5,3,0,0,4,3,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
2,2.9030001,1,0,0,.5,0,0,.5,0,20,1,0,0,4,2,1,0,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
3,31.431,3,.25,0,.25,0,0,.25,.25,22.5,3,0,1,4,2,1,0,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
3,1.67,1,.25,0,.25,0,0,.25,.25,22.5,3,0,1,4,2,1,0,3,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0
2,23.268999,1,0,0,.5,0,0,.5,0,20,1,0,0,2,3,1,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2,2.2869999,1,0,0,.5,0,0,.5,0,20,1,0,0,4,3,1,0,2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
5,33.602001,14,0,.2,.25,.15000001,0,.25,.15000001,21.625,4,0,0,1,3,2,0,4,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
0,26.278999,2,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,5
4,34.998001,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,5
0,26.936001,1,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,5
0,4.724,1,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5
4,18.315001,5,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
0,24.365,2,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,5
0,44.724998,1,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,5
0,8.25,1,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,5
0,10.862,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5
0,8.1730003,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,5
0,5.6760001,1,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,5
4,5.3499999,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,5
0,6.3080001,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,5
4,74.681,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5
0,19.656,4,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,5
0,3.1040001,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5
0,.759,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,5
4,5.632,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,5
0,20.6,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,5
4,31.169001,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,5
4,9.6110001,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,5
0,28.197001,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5
4,2.6989999,4,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,5
0,11.478,1,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,5
4,27.792,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,5
4,21.634001,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5
0,2.575,0,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,5
4,40.784,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,5
4,31.653999,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,5
0,35.544998,1,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,5
0,1.913,1,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,5
4,4.9879999,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,5
4,56.775002,3,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,5
4,14.319,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5
4,65.847,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5
4,33.476002,4,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5
0,17.219999,2,0,0,0,0,1,0,0,12,0,1,0,1000,0,0,1,1000,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,5
4,48.506001,1,.25,.2,0,.15000001,0,0,.40000001,24.125,3,0,1,1000,0,0,1,1000,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,5
